uuid	text	llm_text
30d8895b-a40e-4125-8573-2c0ff58348e6	天猫精灵要碗桂圆红枣养身粥吧	天猫精灵要碗桂圆红枣养生粥吧
03aa6b83-2c0d-456b-888b-17561b391e86	天猫精灵播放等吉凯的光年之外	天猫精灵播放邓紫棋的光年之外
c279a909-87d2-49d2-9df3-341fc03c9db0	天猫精灵唱一首嗯双跺脚	天猫精灵唱一首嗯双节棍
cf4f6c29-0a77-41c9-88c0-d9a4fc4fbb7c	天猫精灵播放我爱的不是雪声音调到一百	天猫精灵播放我爱的不是血声音调到一百
6716802a-18a3-4533-8cce-02aa337fe787	天猫精灵我告诉你我我不给你启誓行不行	天猫精灵我告诉你我我不给你起誓行不行
973ba5da-1e59-43d1-ac91-a09a8cb1a3f3	天猫精灵播放快穿绿茶千娇百妹第九集	天猫精灵播放快穿绿茶千娇百媚第九集
f1b8ce92-8325-4fd5-b5cd-f2813547d69a	天猫精灵怎么取名给怎么给你换名字	天猫精灵怎么取名就怎么给你换名字
0c5ddc5b-4664-4bf2-999a-1c182e74e36b	天猫精灵来份西药片炒黑木耳	天猫精灵来份山药片炒黑木耳
9aaf808b-f840-4e38-8910-5e1fcf13e74f	我想看行星旅行指南	我想看星际旅行指南
75d019cf-d880-4ffd-8c49-03400f909836	天猫精灵播放播放山花浪漫	天猫精灵播放播放山花烂漫
705d353c-8a31-4258-96b4-d1af44300c6f	天猫精灵播放狐妖小红娘金晨熙篇	天猫精灵播放狐妖小红娘金晨曦篇
76246940-5f2c-46c7-b091-59ced98464b1	给我找下上拉机课程	给我找下沙拉机课程
4dcca2b9-f95e-466a-a66e-d14ff95c7d5e	天猫精灵播放刘长靖的到时见	天猫精灵播放刘宪华的到时见
1a985382-3ae8-45ea-9b5b-4e8979a8fd3e	天猫精灵嗯请播放一首爱你在心口然开	天猫精灵嗯请播放一首爱你在心口难开
3fc37902-0224-4e2b-86fe-4ce8a9297a78	天猫精灵大人的打朋友的声音	天猫精灵大人的大朋友的声音
7ee23fe9-9d67-4eb6-8fc6-ffdd3a1d3366	天猫精灵来碗红枣银耳枸杞养身粥吧	天猫精灵来碗红枣银耳枸杞养生粥吧
11d81634-cd03-4044-bffd-af36d86a42ed	天猫精灵嗯台头小到九百九十九的玫瑰	天猫精灵嗯抬头小到九百九十九的玫瑰
632cee2a-10e4-4742-9bb7-abe7ceec48cd	不行我要喜欢你无数你	不行我要喜欢你无数次
e2315ea9-5426-4147-993c-44ecfcf816bd	天猫精灵五百五十八四个四个的数的数	天猫精灵五百五十八四个四个的数着数
6253a6ca-f329-4119-b6f1-4e8801ba3f60	天猫精灵播放猫五灵的末日冒险	天猫精灵播放猫武灵的末日冒险
c4c898bb-4c3b-41f6-8824-1891254de5fa	天猫精灵卡内基人气的弱点继续	天猫精灵卡耐基人性的弱点继续
dd516cec-ec5f-41e8-978f-a3bae7bfc228	我要唱苏有朋的你有什么愧疚	我要唱苏有朋的你有什么亏欠
b4d4e4da-d57f-4156-9740-a7a12feb9c03	天猫精灵三角韩数里面正切九十度等于多少	天猫精灵三角函数里面正切九十度等于多少
32f7bd0e-fad4-4a45-bc0a-f0614cd93370	蓝猫精灵放一闪一闪亮晶晶	天猫精灵放一闪一闪亮晶晶
9f15bcda-617a-484c-960b-098c2392774c	天猫精灵我想听可笑三兄弟	天猫精灵我想听开心三兄弟
83f36667-78a9-41e8-9445-a5fe4019a1d5	天猫精灵请播放陈冰唱的三生三幸	天猫精灵请播放陈冰唱的三生三世
85d025a5-0810-4458-863d-39750723af16	天猫精灵声音达到达到百分之七十五	输出天猫精灵声音达到百分之七十五
daaa764c-6cb0-4869-8c40-f7b1c4c67b16	天猫精灵做一个猪叫下一下行诺	天猫精灵做一个猪叫吓一下行诺
b8e8b3b1-ff94-4a64-a588-619d05f89695	天猫精灵播放齐齐大军的相声	天猫精灵播放奇志大兵的相声
0f6d14de-69d0-4af0-8725-be7e43185e5e	那我能叫你众使出心吗	那我能叫你忠贞不渝吗
a6a358f0-68a3-4899-8c26-264ceff0ddcf	打开周深演唱春空那年	打开周深演唱匆匆那年
c7493687-c3cb-4e99-89c0-f3e07de29a2a	来份干锅绿菜花吧	来份干锅西兰花吧
5b720d98-4efb-4f6c-9dc7-e5989a332d55	天猫精灵五十点四四乘一千加二幺七五	天猫精灵五十点四四乘一千加二一七五
5a667f8c-6916-4756-b7f6-7b49b7babfe2	天猫精灵播放歌曲小小西娘花	天猫精灵播放歌曲小小新娘花
316a009e-c049-420b-b5cc-08857e4d858e	我想听戴羽彤的乌斯华夏中塔	我想听戴羽彤的无锡华夏中塔
b9d21b42-8f37-4bec-8c54-0f74cd7c7e29	我想看为米儿歌	我想看维米儿歌
f7e627f0-3250-4ded-8eab-58829b0bddf4	天猫精灵来一首快来快来肩荷包蛋	天猫精灵来一首快来快来煎荷包蛋
195ea01c-a4e3-4bb5-b018-a6668c9a6f53	天猫精灵把这首歌完整的听一遍	天猫精灵把这首歌完整地听一遍
5ffe0b92-3266-4876-bf04-397071c3219e	天猫精灵布帘位置调整到二十	天猫精灵窗帘位置调整到二十
18bdd2ae-d62a-4f69-a7b0-ddca79af348a	天猫精灵来碗雪菜茭拌的热汤面吧	天猫精灵来碗雪菜茭白的热汤面吧
820148b3-39a2-4e6f-8794-7d121e26f7aa	我要唱毛不易的一生老师一生老师	我要唱毛不易的一荤一素一荤一素
7951b450-ec75-4320-a51d-d5a3001ba509	天猫精灵播放咖啡复重记故事	天猫精灵播放咖啡物语记故事
a67d133a-4d12-49c6-a74a-1831b4174a3a	播放好想小说造景了现实	播放好想好想造景了现实
b201fd7a-ae63-40f4-90cb-e096b45ee6c2	我想听恋特特的我雪中溃过	我想听恋特特的我雪中走过
e364fccf-4aee-422e-badf-4f13fd75cb5c	天猫精灵清淡鸡的就行	天猫精灵清炖鸡的就行
6266694c-ef99-48a9-ab32-9f729c64d2fc	天猫精灵来份家香的养白菜吧	天猫精灵来份家乡的腌白菜吧
e627691a-2f14-4f42-bdb0-02197f21302a	天猫精灵点个酸萝卜卜菜吧	天猫精灵点个酸萝卜泡菜吧
d8aa3cb5-fd06-4358-99a5-6feb5d29588d	来碗热乎的青炖牛肉汤吧	来碗热乎的清炖牛肉汤吧
0a91e121-561c-4831-89f4-8eeead003adc	歌曲寒迹	歌曲痕迹
6e10383f-dbf9-4053-aa12-5d64589b63ea	我想看边境独占	我想看边境毒战
c2979aea-62ad-4cc6-bc6e-f8c9bca0a80d	播放薇芽做手术	播放薇娅做手术
90423c38-5733-4e9b-b7d5-56b973ee469d	天猫精灵请播放刘言声音大一点	天猫精灵请播放刘欢声音大一点
16c06e1f-5c8d-41aa-bd19-f635bf76f089	天猫精灵我要听重生媳妇有点辣	天猫精灵我要听重生西服有点辣
de277304-6724-4abe-97f8-905d6b25360a	天猫精灵放一首银寒不妙曲	天猫精灵放一首银汉不谬曲
7fa9840e-d97e-47ab-954b-085526a4aeaa	天猫精灵放蜜密的游乐场所	天猫精灵放秘密的游乐场所
eb44280d-8af5-46c1-b6f6-064c3b044d60	一下天灵播灵我想听周深的歌	一下天猫精灵我想听周深的歌
de4d18f5-992d-4117-87c1-9ab35b1a739a	我要唱林宝鑫的惑免回忆	我要唱林宝馨的惑免回忆
f8fabb74-0222-4fa9-b877-69ef20b25327	健康架的专练练习指导	健康假的专练练习指导
3ccd5e84-ee9b-42f7-ab61-fd8be5bff79c	天猫精灵播放爱的女孩的小公主	天猫精灵播放艾的女孩的小公主
a9e98a08-9100-4749-9bde-d0cc8ae0330f	天猫精灵声音调大五格	天猫精灵声音调大五个
b590e9f5-fdec-476c-bc6e-6417892733a5	天猫精灵湖南陈州属于几线城市	天猫精灵湖南郴州属于几线城市
8719d5a2-82f4-4680-8fa2-7f520f8276b8	天猫精灵我想听苏州平台演唱会	天猫精灵我想听苏州评弹演唱会
ce30515c-e366-4c62-a9e2-6fa96dfd45c7	天猫精灵请播讲丸库王妃皇叔心尖宠	天猫精灵请播放完库王妃皇叔心尖宠
4585a9f6-df86-4e25-9a26-47c5b34ed56a	天猫精灵播放猫吸引毛咪的声音	天猫精灵播放猫吸引猫咪的声音
820e61c6-4877-4154-92f5-6108826e2318	播放小鬼王明凯唱偏爱	播放小鬼王琳凯唱偏爱
2ff7780f-05da-4937-b0e7-6939799e5727	天猫精灵你啦咘啦哆的歌也不会唱吗	天猫精灵你蜡笔小新的歌也不会唱吗
f7992654-8375-4716-a69f-880b46b46b11	我想听冯鑫阳的梦碎了该醒了	我想听冯曦妤的梦碎了该醒了
4aaf1ed2-8f45-4bac-a824-d50597d646fc	我想听你的大表歌曲贾得沉醉的青丝	我想听你的代表歌曲贾得沉醉的青丝
60aa7a68-4348-47c1-98f8-54299d49b850	天猫精灵来一首陈小莹的何必为着一	天猫精灵来一首陈小春的何必为着一
97fd046b-284a-4f43-9dae-4096df537b07	天猫精灵吾要一份白菜炖豆腐暖心煲炖得酥点哦天冷吃口热乎额老落胃额	天猫精灵我要一份白菜炖豆腐暖心煲炖得酥点哦天冷吃口热乎的老落胃的
b768dc57-2d41-44aa-9569-ff737decab98	天猫精灵播放姜雨辰的最后一页	天猫精灵播放江语晨的最后一页
31826802-2ff6-4e7f-9c48-3d693db3b427	我想听周星星的和你做个梦	我想听周兴哲的和你做个梦
c08b8be2-d938-4862-8bbe-4a98cfdee3c1	天猫精灵我要听帅血超纲的主题曲巫山	天猫精灵我要听热血超纲的主题曲巫山
7bc9e3fc-7f2b-4f29-8adc-5568cb06613a	我想听那奇沃夫的爱莉	我想听那奇沃夫的艾莉
1392ab57-ce36-4b73-acb1-c2a2c294827d	天猫精灵暂停暂一下就是那个妙那边你过来了吗	天猫精灵暂停暂一下就是那个庙那边你过来了吗
593ea6ed-7185-4512-b5d5-5e2b74551ad3	天猫精灵放一首卡斯布兰卡	天猫精灵放一首卡萨布兰卡
3c4b970e-260d-489e-b006-67fb4e657c3d	天猫精灵给我啦咘啦哆警长的故事	天猫精灵给我拉布拉多警长的故事
b928531d-389c-4161-9a8a-b5de175e6615	天猫精灵我想听我有一个帽衫	天猫精灵我想听我有一个梦想
c23635f1-b783-4562-b844-0c049c2516fe	天猫精灵你为什么不采我我呀	天猫精灵你为什么不睬我我呀
2e39083b-1caf-4013-b4dc-fcf6eaeb14d0	播放真宫奇里	播放真宫崎骏
42be4059-4c20-4c1b-a73f-4932ba9fe7db	我想看全网最穷的哪些狗狗	我想看全网最穷的那些狗狗
338e6e98-8f01-45f8-920b-70dd60e1cd7e	我想听穆哲熙的反向列克	我想听穆哲熙的反向列车
298b6ce8-9f40-4449-8f5c-83333ab0fabd	天猫精灵来碗红糖南瓜养身粥补补身子	天猫精灵来碗红糖南瓜养生粥补补身子
256118c3-7f6b-4ee2-9fe7-4e07c47ca243	天猫精灵把蓝牙闭上给我关机	天猫精灵把蓝牙关闭给我关机
c040e8a4-9811-4f55-a433-5ef4692f47af	我要唱陈奕楠的幸福请降临我手心	我要唱陈奕迅的幸福请降临我手心
e9e68fd2-945b-4961-87a7-b6c381dfac11	天猫精灵挂断对视经元的通话	天猫精灵挂断对神经元的通话
7962f8f7-9095-48ab-8bde-602790d03445	我想听颜中人的人群中	我想听颜人中的人群中
4595d406-0b10-44e5-baa2-3e657bef2d35	天猫精灵你他妈的是不是成粒	天猫精灵你他妈的是不是成心
47fc1c4e-2722-4b51-a2ae-67615977a964	天猫精灵百战成市二零二四	天猫精灵百战成诗二零二四
f7781756-d7cf-4020-a9db-9d85d251c44c	天猫精灵音量调到整到百分之五十	天猫精灵音量调到正好百分之五十
8c48afcb-cf8c-4c84-bb92-45c5d8238dbf	天猫精灵放放谢谢你哎有你温暖的	天猫精灵放放谢谢你因为有温暖的
c010a9e5-8f2c-4695-a244-57d6e1bc5764	天猫精灵天猫精灵来首从天在那里	天猫精灵天猫精灵来首春天在哪里
4ada5e3c-659e-42c4-b03c-2cf75a211eab	天猫精灵播放掏耳朵轻语助眠音屏	天猫精灵播放掏耳朵轻语助眠音频
6a95133a-dc82-468c-8571-b3135e9155b0	天猫精灵迪加奥特曼等于多少	天猫精灵迪迦奥特曼等于多少
58818983-5ebe-449a-8837-9a20d6e4bd46	天猫精灵播放啦咘啦哆警长阅读启蒙	天猫精灵播放《黑猫警长》阅读启蒙
aed1c359-4cf1-4003-86f2-eae6270d89bd	播放声东奇遇	播放声东击西
1927cd2b-ad89-422a-9208-67542c8730dc	天猫精灵播放训练姿的歌曲	天猫精灵播放练习曲的歌曲
b49395d8-e8a2-494b-ac95-3619244673c9	天猫精灵放李宇轩要听的故事	天猫精灵放李宇春要听的故事
b2d6fd83-d1a9-46ee-9385-6dfb8deac68d	我要唱小阿枫的人间闲话	我要唱小阿枫的人间烟火
02ff4ebc-075f-46a9-bff8-16c8fcd2a1c2	天猫精灵播放维吾尔弟的四季	天猫精灵播放维吾尔族的四季
3c35e3c5-0dd2-4b98-8859-f32acf6c7673	天猫精灵播放你故意找她是不是	天猫精灵播放你故意找茬是不是
8e808fe2-2c9c-4119-b122-62668e099e95	天猫精灵一万加两千三百九九十等于几	天猫精灵一万加两千三百九十九等于几
98c5d813-a328-4df3-907f-a7f6e9fe045f	头像下方有个添加主业微信好吧	头像下方有个添加主页微信好吧
fa768fd1-b6fb-4413-b604-7742be238a2e	鲷鱼鸡围虾的食谱	鲷鱼基围虾的食谱
ad0386a9-ae19-4e38-9319-e70a31ed8528	天猫精灵我要听周深的人是	天猫精灵我要听周深的人间
b802a086-848a-432f-a078-f2aabd652abc	天猫精灵来首忽来山下一朵花	天猫精灵来首葫芦山下一朵花
6ba954e6-a4e3-4d89-8c75-bbbee58d8277	天猫精灵播放可喝可乐的声音	天猫精灵播放可口可乐的声音
e7ffe142-dfe9-4e9b-ac96-b55578c5ecda	天猫精灵给我给我播放小兔子乖乖大萝卜	天猫精灵给我给我播放小兔子乖乖拔萝卜
786008da-b2e6-488b-8dc2-ed1950d8bdec	天猫精灵请开看电视客厅的灯	天猫精灵请开开电视客厅的灯
aebce7bf-8062-4945-a40e-b999effb5b6f	天猫精灵你的时页怎么没有了啦	天猫精灵你的主页怎么没有了啦
38fa2e3f-e1e3-44f2-9815-04793fee98c4	天猫精灵播放廖俊贤陈一楠唱的亡妻回忆录	天猫精灵播放廖俊涛陈一楠唱的亡妻回忆录
a876dd0b-0de7-46f1-8f6e-4859a8ae674a	天猫精灵稍等一下停关掉关掉	天猫精灵稍等一下听关掉关掉
f12176a0-43d4-47d4-b549-be237261707c	天猫精灵夕然宝宝叫你别唱了	天猫精灵希然宝宝叫你别唱了
e4cf202a-8e48-49a0-a7db-056a935efa69	我想看杨杨海外看房	我想看洋洋海外看房
6a88300b-e763-4e90-9cb8-651a4a6cda5b	天猫精灵播放鬼哭狼呃鬼的声音	天猫精灵播放鬼哭狼嚎鬼的声音
03dd37e2-f728-4799-abbc-32a9e0c39c57	天猫精灵我刚刚听的好像不是这个但是也是保林叔叔讲故事可	天猫精灵我刚刚听的好像不是这个但是也是宝林叔叔讲故事可
84fc6306-a50a-4a49-981c-05fd231c6ab1	天猫精灵你给我放赛小罗的歌	天猫精灵你给我放蔡小罗的歌
82c9d120-3f39-4761-995e-49f9ce9c2d22	我想听张阿一的偏爱和例外	我想听张靓颖的偏爱和例外
e5b16509-5872-48d9-a743-d3beb0d76fd5	我想听谢地的停马	我想听谢帝的停马
8b1107fd-5d17-4b42-9a27-65083f4016a3	天猫精灵一直播放加油鸭子	天猫精灵一直播放加油鸭紫
a0c001bc-87b8-454f-b196-051aef109687	天猫精灵请播放丁蛋蛋与荷包蛋	天猫精灵请播放叮当当与荷包蛋
7c89d2db-1ef4-440e-aa98-94a76873917b	天猫精灵幺九五九除以一点六五等于多少	天猫精灵一九五九除以一点六五等于多少
a22c9665-a8f8-4df3-b575-9cdc955388ef	天猫精灵要个鸡中菌炒嫩菜心吧	天猫精灵要个鸡中翅炒嫩菜心吧
1e5e209c-f23b-4090-bfb5-6e495ca234a6	天猫精灵播放还给你一些骨单	天猫精灵播放还给你一些孤单
a70feaee-13d5-414c-8597-6707ac5dc40f	我想看梦晚周案再次开题	我想看梦晚舟案再次开题
1c54a9e2-9b9d-4466-92f4-034d6a79c58c	我要唱袁儿丁的月上山港	我要唱袁娅维的月上山港
03f9ad6d-3794-4478-9330-c068480c63c7	我要唱任夏的处处是你	我要唱任然的处处是你
4e1fd04c-5ba8-4d9d-ab5d-b9ff82529ce3	天猫精灵来一首我没呃后悔遇见你	天猫精灵来一首我没有后悔遇见你
1cf37b43-25c7-4782-9243-9fe4cf0d7648	天猫精灵把打的亮一点亮一点	天猫精灵把灯开亮一点亮一点
d1c4c0b2-f579-4df3-8ba0-2b41bc84fc7b	天猫精灵播放罗云汐的会呼吸的痛	天猫精灵播放梁静茹的会呼吸的痛
354fb5c7-650b-49c3-9ba2-51970a77ce53	播放后羿情时代	播放后裔情时代
8c58cbb9-fe2f-49a3-964a-fdc0f42e6a47	低脂乳鸽西肉卷的脂肪含量大吗	低脂乳鸽瘦肉卷的脂肪含量大吗
b8ef770b-2f25-482d-9fea-4a441a3a3c22	天猫精灵来碗鲜木鱼豆腐汤暖暖胃吧	天猫精灵来碗鲜目鱼豆腐汤暖暖胃吧
db26bea9-8b02-4022-9f34-7611b197d60e	天猫精灵关上这个衣厨关上卧室灯	天猫精灵关上这个衣柜关上卧室灯
77dd2c29-85e5-4e52-abb8-76e10d29b80d	我想看杜淳宏完唱侧血堂	我想看杜淳宏完唱侧写堂
c7c6e977-a5cc-47f3-9323-6e89138ab91a	天猫精灵播放妙语连书第九百二十七集	天猫精灵播放妙语连珠第九百二十七集
b5d5e98a-aaab-42f3-948e-ec3b30bf10f3	天猫精灵放一首周文强的太棒了	天猫精灵放一首周华健的太棒了
29917abd-7b6c-4b43-b242-53f89e375de9	天猫精灵我想听二人快跑的相思不易	天猫精灵我想听二人转的相思风雨中
953525ba-709c-4cde-9d13-5ae159e41e3e	天猫精灵放一首唐山藏的歌	天猫精灵放一首唐玄奘的歌
5b854c01-eaea-4661-8c00-e16998ead44b	天猫精灵播放安全警长啦咘啦哆	天猫精灵播放安全警长拉布拉多
b312c4d9-70b2-49e2-960a-c3207804efba	天猫精灵播放雪山飞舞的主题曲	天猫精灵播放雪山飞狐的主题曲
e6af0bd8-928c-4e80-a6fb-5646d44c9551	我要唱赵洋的爱到相处全是泪	我要唱赵洋的爱到深处全是泪
ce56d5d4-7709-46c8-b3a5-8a8279f9ff02	天猫精灵播放吸气要扣水哭泣要口水憋住气也要口水	天猫精灵播放吸气要口水哭泣要口水憋住气也要口水
0ca235a2-9acf-4762-abe8-fe70c3bfe1d4	天猫精灵播放毛菇头上学记	天猫精灵播放蘑菇头上学记
74d5a227-0310-4c3d-b4ba-c9fb5c710d65	天猫精灵播唱你不懂我你永远不懂我	天猫精灵播放你不懂我你永远不懂我
7a6f2816-bdc6-47ee-bc31-00f8687dca7e	天猫精灵来碗红豆蔓仁粥吧	天猫精灵来碗红豆薏仁粥吧
98d02edd-08ae-4d1a-970f-518d0d2fe2f4	天猫精灵放一曲红尘多少皆唱抖	天猫精灵放一曲红尘多少皆唱透
1a32d2d5-2dc9-4b9c-8bd3-04770b9a3d37	我想听赵洋的为爱流下三公斤眼泪	我想听赵洋的为爱流下三公升眼泪
b8811cd9-b614-487a-826e-731b34e5f476	天猫精灵播放故乡别来无量主题曲旅途	天猫精灵播放故乡别来无恙主题曲旅途
8dfead8d-82b0-4c66-807d-9598308b7868	天猫精灵放放炫卡东士第二集	天猫精灵放放旋风快递第二集
b713c9d4-7f68-45ef-8da0-52420713dda6	天猫精灵不是小白兔是小麦岁小麦岁是不是最漂亮的	天猫精灵不是小白兔是小麦穗小麦穗是不是最漂亮的
8fc50473-6ce9-402b-8286-528b7b21ca50	我要唱刘瑶瑶的不好不坏	我要唱刘惜君的不好不坏
0777e5aa-fc15-42fa-9312-681a3d237efa	天猫精灵播放一首艾情着的火DJ	天猫精灵播放一首爱情着的火DJ
63c3d407-76e9-4ed8-addf-d140f9e1f381	天猫精灵放一首刀酱的蓝多都来了	天猫精灵放一首刀郎的蓝多都来了
ed714b49-22a7-4225-8276-04d8916da1c0	天猫精灵来碗桂圆枸杞养身粥吧	天猫精灵来碗桂圆枸杞养生粥吧
59b329df-5e0d-4ae5-b7c5-220920995b55	天猫精灵要个萝卜圆子粉丝汤	天猫精灵要个萝卜丸子粉丝汤
014834df-82a4-4913-9bce-c0c42807784d	我想听你一亲一下你	我想听你依亲一下你
56394fce-5c3a-4fb5-aa9c-3b42d527b02b	我想看张纪东承认再婚	我想看张继忠承认再婚
b29fac4f-eb6b-43bd-85db-4d8c78ac695a	我想听霄磊的孤单	我想听霄磊的孤胆
7e492c8a-7512-408c-a4be-441e18f87390	天猫精灵我要唱我要唱小羊的那个	天猫精灵我要唱我要唱小样的那个
9482c6c9-e703-4e5f-a221-e356e8d8a275	天猫精灵怎么没有觉呢七点半	天猫精灵怎么没有叫呢七点半
53c08d23-3e2e-451c-adfc-0eeec5370d56	天猫精灵要碗热乎八菜粥养养胃	天猫精灵要碗热乎八宝粥养养胃
789b4909-a460-48e6-ac3d-7bab91971f52	天猫精灵播放故事大小公主第五十五集	天猫精灵播放故事大雄公主第五十五集
d56aa728-2f4e-4b3d-b937-2aafff4628a8	我想听李乐乐的会手方式	我想听李乐乐的挥手方式
c268b64b-fc40-4b1d-8b6e-67a02fcf41e4	天猫精灵放一首王靖雯的伦陷	天猫精灵放一首王靖雯的沦陷
a20c2278-f161-4177-8f02-c7734cd00093	蓝猫精灵放一个东北二人转音量到五十	天猫精灵放一个东北二人转音量到五十
b0e6111d-75dc-4d22-b62d-eb223e3a14e6	天猫精灵播放五轮真功的歌曲	天猫精灵播放伍佰真功的歌曲
bda68424-7a1d-45dd-823e-e80a0f329890	天猫精灵播放一首音乐舞弄轻影舞弄轻影	天猫精灵播放一首音乐舞弄清影舞弄清影
a74e0716-f03d-4eca-b07e-5e71e586845e	你好天猫唱乌兰图雅的我们的祖国隔浅花乡	你好天猫唱乌兰图雅的我们的祖国格桑花乡
7c312d58-4591-40ac-9e97-6a185d1d7967	天猫精灵一百零一加一百千五百万里几等于几	天猫精灵一百零一加一百零五百万里几等于几
124b38b5-6942-40c6-b4d8-83c9a47041d7	天猫精灵继续播放猴子警长警	天猫精灵继续播放猴子警长探
fc8d5cda-79f4-45ba-a409-e0c5d6f97360	天猫精灵这是你的汽车一只好伙伴	天猫精灵这是你的汽车一位好伙伴
0d0ee8ab-c9cc-4fe0-b611-aaf1b25b2698	得了高发性硬化症能剧烈运动吗	得了多发性硬化症能剧烈运动吗
8807dfe8-3c7d-43b9-8727-7db5afc5e89a	我要唱马蹄的你说	我要唱马頔的你说
a141ab36-efd8-486d-be8b-fb06d1979f93	天猫精灵上海梅塞德斯奔驰在哪里呀	天猫精灵上海梅赛德斯奔驰在哪里呀
92a7f561-bde8-4581-8c68-2b39a75b745c	天猫精灵播的赵片叫兵小品苏士高	天猫精灵播的唱片叫冰小品苏士高
072ef9de-99d3-47e4-b7b4-586acd874d3f	天猫精灵播放贝一冠的夜晚	天猫精灵播放贝一罐的夜晚
16bd819a-b894-4655-933c-1dada31b5920	我要唱赵雷的欠赐己的话	我要唱赵雷的欠自己的话
6afcced8-26f5-4ac6-be18-98c29750a546	哎帮吾来一份喷喷香炭好小青菜好伐今朝就想吃口热乎额烤得透透叫再撒把芝麻味道嗲来	哎帮吾来一份喷喷香炭烤小青菜好伐今朝就想吃口热乎额烤得透透叫再撒把芝麻味道嗲来
0919fb02-fabe-472c-848a-e40468f7205c	天猫精灵播放斑点龙蛋糕队的	天猫精灵播放斑点狗蛋糕队的
8e6d0557-59a6-41c8-97f9-4dca55a37ff6	天猫精灵播放周深比较生秘的歌	天猫精灵播放周深比较神秘的歌
323e9513-1b2f-4f79-a68c-f0b98c65f11a	天猫精灵别硌牙的	天猫精灵别膈牙的
e12eff5a-d1b9-41dc-be0f-1acedab3313f	天猫精灵播放一首萧敬腾的毛妃	天猫精灵播放一首萧敬腾的王妃
fe9f97e0-5406-45d1-a34a-d59c28eb863a	天猫精灵三分之一派乘以四平方乘以四等于多少	天猫精灵三分之一π乘以四平方乘以四等于多少
63c384c1-d295-4116-a521-b49e4664a8d6	天猫精灵播放唐俊迪的不败的英雄	天猫精灵播放唐俊琪的不败的英雄
