uuid	pred_text	text	cer
4030beee-34a4-4587-b004-b4d1247163db	天猫精灵一千五百四十二除以五千八百四十九五七二	天猫精灵一千五百四十二除以五千八百四十九五千二	0.0435
40350f09-e25b-4abd-ae24-6af090b189f1	天猫精灵来碗萝卜炖母虾的热汤吧	天猫精灵来碗萝卜炖牛杂的热汤吧	0.1333
40365f68-96e4-4de6-af0b-c9903be1f218	天猫精灵播放福尔摩斯探案记	天猫精灵播放福尔摩斯探案集	0.0769
403860dc-db70-4b42-94dd-3411ac7cecc1	我想知道如何做蝴蝶飞鸟	我想知道如何做壶铃飞鸟	0.1818
403ce25a-619c-4048-b021-7fb73667a401	我不要听天猫精灵的声音我要听天猫精灵的声音	我要听天猫精灵的声音我要天猫精灵就的声音	0.15
403d72a3-92d3-4637-b777-9e073abced50	天猫精灵七十乘三十六等于	天猫精灵七十五乘三十六等于	0.0769
403e11a2-ee14-484b-b855-6263be40c833	天猫精灵退出儿童模式	换到快手天猫精灵退出儿童模式	0.2857
4040b232-7703-4d4f-b8b3-adf9d258a0ed	天猫精灵把每日播放的音乐关掉	天猫精灵把每日播放音乐关掉	0.0769
405c3a31-59c5-492b-83a8-5f2b41bb224e	天猫精灵女人穿黑色的衣服好看吗	天猫精灵女人穿黑色的衣服好看	0.0714
406ad744-3be2-4a94-b68c-9b3e028ae782	查询箭步滑行的健身动作	查询健步滑行的健身动作	0.0909
4070fbc5-7b94-4632-a52a-c61856a3d810	天猫精灵给我放鸡蛋布的游牧时光	天猫精灵给我放齐旦布的游牧时光	0.1333
4071c497-430b-4c07-a707-e6942af498ae	我想听皮卡三的日本	我想听皮卡潘的木板	0.3333
4074b256-27f5-4717-9037-798901b2c852	天猫精灵嗯来播播放儿歌两只老虎	天猫精灵嗯那播播放儿歌两只老虎	0.0667
4075fc4b-07ea-4758-8024-45f3218533e0	天猫精灵都会主义核心价值观是富强民主文明和谐自由平等公正法是爱国敬业	天猫精灵都会主义核心价值观是富强民主文明和谐自由	0.4167
407683a6-905c-47cb-ac99-fc4fe90308b2	天猫精灵我想听我看了第五十六	天猫精灵我想听可怕的故事	0.5833
40815895-68ae-43b5-ba63-50d626c3b8c2	点二天猫精灵零点八乘以十二点五	天猫精灵零点八乘以十二点五	0.1538
40833023-4aa0-4b81-a4da-c7a29c06c474	子的声音天猫精灵听猴子的声音	天猫精灵听猴子的声音猴子的声音	0.6
408469ef-1c92-408f-96c5-afb47c8a499f	来份浓汤炖娃娃菜吧	来份浓汤炖的娃娃菜吧	0.1
4085666b-f272-4ae1-8e77-141b148f5993	天猫精灵给我连接上我手机上的蓝牙啊	天猫精灵给我连接上我手机上的蓝牙	0.0625
408d634b-c623-450a-a4e8-5ee0b1a6dc3d	天猫精灵在群里艾特他不来吗	天猫精灵你群里艾特他不来吗	0.0769
408def47-c966-45b4-8ade-762fe7804717	帮吾来一份咸咪咪额皮蛋瘦肉粥伐今朝老想切点热乎乎额粥米道浓一点哦谢谢侬	帮吾来一份咸咪咪额皮蛋瘦肉粥伐今朝老想切点热乎乎额粥味道浓一眼哦谢谢侬	0.0571
40909083-9caa-4a72-9584-e699582bfc32	天猫精灵啥给我播放了休息吧	天猫精灵啥也不要播放了休息了	0.2857
40947c28-0130-478d-8dee-65078072596d	我说天猫精灵你音量调到七十	我说你音量调到七十天猫精灵	0.6154
4099a22b-b527-497a-936b-afae68e7b774	天猫精灵来碗养胃的小米粥吧	天猫精灵来碗暖胃的小米粥吧	0.0769
409b302d-ef4e-4003-8483-b779c6c29f72	天猫精灵播放网络上最火的英文歌曲	播放网络上最火的英文歌曲	0.3333
409baa5f-4d15-4d7a-a54f-6106ebe8076a	我要唱张燕的谁把谁错过	我要唱章艳的谁把谁错过	0.1818
409f94a1-0b5b-4d09-8214-39aa9d4c6235	天猫精灵嗯嗯我想听机动的声音	天猫精灵嗯嗯我想听激动的声音	0.0714
40b6690f-f984-4ea5-bd7e-3b8078056ad6	来碗南瓜红枣粥养养胃	来碗南瓜红枣粥养养胃吧	0.0909
40b85ac4-6969-462c-bd81-3d8878d7e473	天猫精灵休息休息你他妈的你休息休息	天猫精灵休息休息你他妈的休息休息	0.0625
40b9215e-7e90-4f0b-abfd-bde69c6753df	天猫精灵来碗燕麦小米养胃粥吧	天猫精灵来碗燕麦小米养生粥吧	0.0714
40bb46fe-0763-4eaf-936f-c9e88f83b991	天猫精灵你是小姑娘还是小男小男孩	天猫精灵你是小姑娘还是小男孩小男孩	0.0588
40c090dc-1df1-48f8-878f-33a41d6dd3fe	天猫精灵天猫精灵你又叫我姐姐	天猫精灵天猫精灵你叫我姐姐	0.0769
40c20673-9782-4855-9e83-e5f7e017c786	天猫精灵花重锦官城的重是什么拼音的	天猫精灵花重锦官城的重是什么	0.2143
40cd615f-dea5-435c-a9ad-5bdbe64671e4	天猫精灵帮老八播放一首晴天	天猫精灵帮我播播放一首晴天	0.1538
40ce1967-487e-4752-bd48-92a0b33a32bf	天猫精灵半吨地相当于几个楼房	天猫精灵半亩地相当于几个楼房	0.0714
40cfecb6-2661-47c2-802e-46973c48057d	天猫精灵呃音音音音量放大一点	天猫精灵嗯音音音音量放大一点	0.0714
40d0a1aa-9d5c-47bf-a519-91114da40c50	天猫精灵你好笨呀你居然不会猜拳那你会干嘛	天猫精灵你好笨呀你居然不会猜歌那你会干嘛	0.05
40d4495a-4146-48d1-ba7e-d03adf69342a	天猫精灵你必须就你充电才能运转吗	天猫精灵你必须给我你充电才能运转吗	0.1176
40db8956-2e14-4ef0-81c4-81e19699ed7e	天猫精灵把声音播到那个七十九	天猫精灵把声音拨到那个七十九	0.0714
40e56848-1513-43f8-b071-9cd83ff31909	天猫精灵播放宋雨琦等合唱的	天猫精灵播放宋雨琦等合唱的FAST	0.2353
40ea458e-7f07-4dc8-9bca-e5bb20c1b225	天猫精灵给唱个六一儿童节小朋友们好	让天猫精灵给唱歌唱个六一儿童节小朋友们好	0.15
40edf881-b73c-4ef7-b5de-369e91bcaee6	天猫精灵我是我想放放大大的声音	天猫精灵我想放放放大风的声音	0.2857
40ee5a67-6b22-4418-8f1b-3d2bc01114d9	天猫精灵要一份蒜香味的油麦菜吧	天猫精灵要一份蒜香味儿的油麦菜吧	0.0625
40ee653f-852d-4038-a0db-6c75894f9d70	天猫精灵给放给我放我的纸飞机	天猫精灵播放播放我的纸飞机	0.2308
40f1ab44-e689-4624-a014-5e07e5522431	云南长什么样子呀我还没有去过	云南长什么样子啊我还没有去过	0.0714
40f37e98-bfc0-426a-9c59-847bdb390042	播放专业的餐厅机教程	播放专业的爬梯机教程	0.2
4102e12a-316a-41e9-95ad-431a98cd042f	天猫精灵来份芹菜肉丝汤面清淡点	天猫精灵来份青菜肉丝汤面清淡点	0.0667
410514fb-6f4e-4fd9-beae-32427a51adc1	我求求你啊不要天天想了那么多呀	我求求你啊不要天天想的那么多呀	0.0667
41073b21-842a-4805-8b29-b59c5313b87b	我那天天猫精灵都没钱	我当时天猫精灵都没钱了	0.2727
410bacd7-44a5-4bca-b7a8-b360a5060bf7	天猫精灵要个家常一烩养素配米饭吧	天猫精灵要个家常一荤两素配米饭吧	0.125
41105194-7b6b-4208-89a8-d8efbe7fa61c	天猫精灵播放为你我受冷吹	天猫精灵播放为你我受冷风吹	0.0769
4119b817-bb75-46f0-8370-80cd1dc367b3	打开腾讯天猫精灵打开腾讯打开腾	天猫精灵打开腾讯打开腾讯打	0.4615
411b2283-90d4-4a46-a732-09c693b8ca47	啊是呀看着楼梯的灯	啊是啊看着楼梯的灯	0.1111
41244246-fffe-4c8a-9e39-85f2173fcce7	天猫精灵来份外婆家的鸡蛋小炒	天猫精灵来份外婆家的鸡蛋小炒吧	0.0667
4126e848-adc0-49cb-ac2a-6937c7495dcf	素丝辣炒年糕能生吃吗	素食辣炒年糕能生吃吗	0.1
4128ae84-f8a5-4a11-98f6-6d79615f4743	天猫精灵一千八百七十再乘三十九	天猫精灵一千八百七十三乘三十九	0.0667
412a3602-7f43-4688-8101-d3e7831bcb87	练习骨头放松需要注意什么	练习呼头放松需要注意什么	0.0833
412a5c69-8fcb-44bf-9d2b-459ab29b835b	天猫精灵来份西兰花小米粥	天猫精灵来份西兰花小炒	0.1818
413193f0-c82f-4faf-bf9d-da4c855e1227	天猫精灵说一下今天的天气但是你不要说的太复杂	一天猫精灵说一下今天的天气但是你不要说的太复杂	0.0435
41369fd4-0b1a-4003-a1ce-a56de93f9bb0	天猫精灵唱一首幸福的爱你一辈子	天猫精灵唱一首幸福的爱你一辈	0.0714
41376165-f0e0-439b-bd4a-d770d0a7de25	天猫精灵毛豆香干豆小炒来一份吧	天猫精灵毛豆香干的小炒来一份吧	0.0667
413a3212-dd38-46f8-8f61-86e4dfe24ee2	天猫精灵老婆跟老妈掉水里的先救哪个	天猫精灵老婆和老妈掉水里了先救哪个	0.1176
4143bd95-7c83-47a4-a170-a04664cc5c49	天猫精灵浪费所有烦恼说拜拜	天猫精灵放对所有的烦恼说拜拜	0.2143
414c2600-7199-4229-87cd-e74eab8aa115	天猫精灵来份爽口炖豆芽吧	天猫精灵来份爽口绿豆芽吧	0.0833
414dd243-614f-48e9-8631-273c8fa49414	天猫精灵少放调料吧	天猫精灵少放点调料吧	0.1
41515402-87ad-4494-9f78-afb70cb9416d	天猫精灵天猫精我国国首位航员是谁	天猫精灵我国首位航天员是谁	0.3846
4152d0c8-4e1e-4cd7-b86b-7940dd0fb04e	天猫精灵我还等冰淇淋还给你吃呢	天猫精灵我还等冰淇淋还给你吃吗	0.0667
4158b951-3e33-49c5-a1cb-d6e1b43fdf45	天猫精灵来碗红枣南瓜甜粥热乎的	天猫精灵来碗红枣南瓜甜粥热乎点	0.0667
415b9746-eb24-479c-a917-f1ef055d0667	天猫精灵关了你再看眼睛要瞎掉了停	看啦天猫精灵关了你再看眼睛要瞎掉了停	0.1111
41684b64-5236-440e-be94-86075392bd4d	我要唱李雪萌的将月亮藏进躯起	我要唱李雪萌的将月亮藏进躯体	0.0714
416c4720-8212-46e6-bf57-6ddd59965bfc	天猫精灵那给我说一个除了十八和和二十九的其中一个	天猫精灵那给我说一个除了十八和二十九的其中一个天猫精	0.1538
416c8199-7581-451a-8d79-a27b113fcff8	要碗热乎南瓜甜粥	要碗热乎的南瓜甜粥	0.1111
4173d0f6-0494-458c-8174-62c4095e9464	天猫精灵来份清炒红薯叶尖吧	天猫精灵来份清炒红薯叶尖儿吧	0.0714
417a2c6a-2438-4518-af13-fad031392d04	阿拉要一份清清爽爽乌鱼片鱼片嫩点哦油盐少放一眼年纪大了吃伐去忒油腻额物事谢谢哦	阿拉要一份清清爽爽乌鱼片鱼片嫩点哦油盐少放一眼年纪大了吃伐起忒油腻个物事谢谢哦	0.0513
417d7574-06f8-47f5-a481-fde3f904c5eb	天猫精灵取暖器的档位调为三档	天猫精灵取暖器的档位调到三档	0.0714
4181eb7f-23ca-4b3c-b9db-06df5dc8117d	天猫精灵来份热乎炖牛腩吧	天猫精灵来份番茄炖牛腩吧	0.1667
4186f9fb-d864-46ff-97c7-e28fa06c9d2a	天猫精灵我听二十四小时电台	天猫精灵我要听二十四小时电台	0.0714
4189be42-d76b-42b9-957d-47bebf4216b0	天猫精灵为什么要来点别的呀	天猫精灵为什么要玩点别的呀	0.0769
4190339a-88e5-4849-a721-1bb2c50fb5e9	我想看前辈很烦人的事	我想看关于前辈很烦人的事	0.1667
41908670-e4c7-4dfa-a02f-7ffa589feae0	我想听鹿先生乐队的重庆	我想听鹿先森乐队的重庆	0.0909
41954dab-78f3-4088-ad05-7cb20f1e8f0b	我想看周爷给赖冠霖系围裙	我想看周也给赖冠霖系围裙	0.0833
4195c9e8-7afa-42db-873b-ae8e604ee423	天猫精灵一加一等于二加二等于三加三等于几	天猫精灵一加一等于二加二等于三千三等于几	0.05
4197242f-16f9-456e-bb4d-f9657bef1086	你喊天猫精灵那个播放一首什么什么歌就行了	天猫精灵那个播放一首什么什么歌听	0.3125
41987cba-0a50-409b-8bb8-cbdb5896e560	天猫精灵帮我放儿歌弹团转菊花园	天猫精灵帮我放儿歌氹氹转菊花园	0.1333
419ac4f5-490c-4295-909d-224be426c3d1	哎要一份甜咪咪黑米粥呀烧得热腾腾哦谢谢哦	哎要一份甜咪咪黑米粥呀烧得热腾腾喏谢谢哦	0.05
419e571f-4de6-4f04-8baf-708b6aded15d	天猫精灵天猫精灵请播放黑猫警长的歌	天猫精灵呃请播放黑猫警长的歌	0.2857
41a31dbc-d7e3-4778-9a33-da36bb3273da	天猫精灵请不跟跟的小龙番茄蛋	退出这不是小龙探险队天猫精灵	1.0
41a33570-197f-4538-9e4b-8a02cf2a036e	你好天猫请播放谁是我的卡路里	你好天猫请播放燃烧我的卡路里	0.1429
41a3bb55-2675-458f-826c-85b6d3387df9	蓝猫精灵我不爱听儿童歌曲	蓝猫精灵我们要听儿童歌曲	0.1667
41ad8e6f-e4fa-450d-900b-39de2d681e79	天猫精灵音量调大到百分之六十五	天猫精灵音量调到百分之六十五	0.0714
41ad902c-71ba-44ec-9034-1f27aa4dc4c3	天猫精灵请放一个奥特曼小淘气	天猫精灵请放一个奥特曼小游戏	0.1429
41b19559-b143-43f7-a302-f0b4cadc01fd	天猫精灵要份稻香米饭香喷喷的	天猫精灵要份稻花米饭香喷喷的	0.0714
41b2caa0-5115-4939-9a02-3b2f256f61b6	哎帮吾来一客香椿嫩跑蛋好伐屋里厢小菜要吃脱脱额换碗新花头呀	哎帮吾来一客香椿头跑蛋好伐屋里厢小菜吃厌脱了换换新花头呀	0.1786
41b3c9cc-e2ac-4411-a994-6a842149cb1f	天猫精灵播放纸边童话钢琴版	天猫精灵播放格林童话钢琴版	0.1538
41b7ffc6-5234-4baa-8dc1-64186393e9b1	天猫精灵你今天是你的生日吗	天猫精灵今天是你的生日吗	0.0833
41baf7ae-e36c-40c0-a7bd-ae56be53b13f	帮吾来一份鲜得来眉毛要落特额乌鸡汤炖得酥酥叫伐要忒咸哦	帮吾来一份鲜得来眉毛落脱个乌鸡汤炖得酥酥叫伐要忒咸噢	0.1538
41bfd102-a7d6-4274-b0eb-5db949665928	我把天猫精灵连起来它马上回头一看	我把天猫精灵连起来开马上就可以开	0.3125
41c5edd1-7bc7-459d-a76f-ce956c4db244	不要给我看了天猫精灵关机还有你在身上那么脏不要上我床	天猫精灵关机还有你的身上那么脏不要上我床不要给我看了	0.5
41d7361d-db75-4b1a-9890-be02ec3f6eeb	天猫精灵九十八除以三百六十五	天猫精灵九十八除以四百六十五	0.0714
41dbe45f-2fb4-4677-bd75-1319074c09bd	天猫精灵要个黄瓜木炒蛋吧	天猫精灵要个黄瓜木耳炒蛋吧	0.0769
41e192aa-2e0c-47dd-a406-19e95994b2b8	天猫精灵刚刚怎么突然之间恢复出厂设置了	天猫精灵刚才怎么突然之间恢复出厂设置了	0.0526
41e76c83-667c-4737-a359-e379cbcd4c36	天猫精灵哎呀播一首王贰浪的歌	天猫精灵哎呀播首王贰浪的歌	0.0769
41eff7a9-cb54-41a6-8599-a377d88c08cd	天猫精灵换一首野风之星的歌	天猫精灵换一首远方之星的歌	0.1538
41f80d67-c4b7-418d-b0cc-a94078f3d467	天猫精灵来碗番乎柿紫菜饭吧	天猫精灵来碗丸子粉丝小白菜	0.5385
41ff83af-9233-4410-bc77-c26f9e8879db	天猫精灵四百二十乘一点八	天猫精灵四百二十乘以一点八	0.0769
42053455-5993-4c09-a864-18d309c5a556	天猫精灵来一个小孩笑的声音	天猫精灵来一个小孩笑的声音来	0.0714
42106eba-934d-4032-af28-7a29e6fd6be3	我要唱苏诗丁的品	我要唱苏诗丁的癖	0.125
421783ef-7054-47fc-97de-ab50e15b0701	天猫精灵来碗金银蛋香热粥吧	天猫精灵来碗金银蛋香肉粥吧	0.0769
42181954-ed5e-47b7-b28a-99f0d5737284	天猫精灵来份芹菜蛋干盖饭	天猫精灵来份芹菜豆干盖饭	0.0833
421c6d8b-fdd5-4eb8-bab6-8a7a4e5ee104	我想听高音敏子的爱的全释	我想听高音敏子的爱的全是你	0.1538
42252d1d-a8f6-4dcd-b9f5-3c18d3b2b62d	唱歌呀天猫精灵你没唱歌呀	天猫精灵你没唱歌呀没唱歌呀	0.5385
422d1251-cd3f-440b-a7a6-8164d8b9da34	天猫精灵汤汤水水的吗	天猫精灵有汤汤水水的吗	0.0909
423950f7-26c1-4526-91cb-bfd8c74e2eef	天猫精灵播放沈奇博小聊天群	天猫精灵播放神奇的我想聊天群	0.2857
42404537-025f-40b9-b9a5-59793f964ecc	天猫精灵三点一四乘一百四十四	天猫精灵三点一四乘一百四十四四百	0.125
4244068f-7bc2-4caa-8031-f24cf9b71942	天猫精灵第第打打开喝水的声音	天猫精灵第一第打打开喝水的声音	0.0667
42456ab6-bb40-4234-befa-8bb768266e05	来份参香鹿鸽汤吧	来份参香乳鸽汤吧	0.125
42457889-4bb2-46bd-a47e-0f3ac461b82c	你别说天猫精灵打开明玉场	天猫精灵打开名欲场你别说话	0.6923
4246a8a5-e816-4447-99b4-61c6e81ca8d0	看超级猩猩我要锻炼	开超级猩猩我要锻炼	0.1111
42484f7d-0a03-45d9-94c2-73e45e895adc	奥铃匹侧杠铃的动作要领	奥林匹克杠铃的动作要领	0.1818
424d2049-7281-439a-8517-9a1ed8d545c4	香煎鲈鱼糙米粥的热量是多少	香煎鲈鱼与糙米粥的热量是多少	0.0714
4254782a-e503-4466-b953-d4c6ebbc3e39	天猫精灵要碗红枣红糖杂锅粥吧	天猫精灵要碗红枣红糖杂果粥吧	0.0714
425d0721-a36a-4fa1-8ebc-7a23e303d689	天猫精灵那四百加五百等于几啊	天猫精灵那四百加五百等于几呀	0.0714
425f13ab-758a-4f47-9619-555c7ff5d3b8	划出去吗天猫精灵能划出去吗我	还出去吗天猫精灵天猫精灵能还出去吗	0.4118
42635d88-03f7-4bee-9c99-784f1fae3f6c	我要唱阿肆的带我去看昆仑行动	我要唱阿肆的带我去看昆仑神宫	0.1429
4270a084-6c76-4d38-b539-dab9041ea0ec	天猫精灵播放周深的卡布利船长	天猫精灵播放周深的卡布叻船长	0.0714
42712f02-119f-4f02-aaea-9372f140083b	我也没说啥呀天猫精灵退下没跟你说话	天猫精灵退下没跟你说话我也没说啥呀	0.7059
42786734-d6db-4f20-8b03-f196083eb24a	天猫精灵一百零七减七十八等于	天猫精灵一百零七减七十八等于一百	0.125
427959a4-3b7a-46ea-9357-b0a37ec87c1d	六十五点天猫精灵六十五点三减五十五等于多少	天猫精灵六十五点三减五十五等于多少六十五点	0.381
427989d2-5346-49df-ae0f-80d6760139f2	我想看恐龙先生	我想看口红先生	0.2857
427a7274-d3db-420b-b849-44f9ed6e76af	天猫精灵要个番茄炒蛋盖饭吧	天猫精灵要个西红柿鸡蛋盖饭吧	0.2857
427afb91-90e2-4396-a10a-24747e26f220	天猫精灵播放小爱同学儿声音	天猫精灵播放小爱同学的声音	0.0769
428256c3-b3b8-4139-8a73-cb410737f83e	天猫精灵宇宙器打开宇宙器打开宇宙器打开	天猫精灵你就是傻瓜你就是傻瓜你就是傻瓜	0.7895
4285ae3f-6345-4720-888b-29dc50f4d247	我询问了天猫精灵说是订单问题	我问了天猫精灵说是订单问题	0.0769
428a6393-18a1-4913-bb6a-d1c69b96e057	天猫精灵四万九千二百九十六减五千零五十六	天猫精灵四万九千二百九十六减五千零九十六	0.05
428b60c6-6089-477e-b154-32d3ac6ed1e5	天猫精灵来碗暖心生菜粥吧	天猫精灵来碗暖心蔬菜粥吧	0.0833
428b8ebf-56f3-4d58-9214-0346475e9487	天猫精灵我有一万块但是马云有一亿元我们两的财富平均一下是多少	天猫精灵我有一万块但是马云有一亿元我们两个财富平均一下是多少	0.0333
428bbade-4b52-48a1-8c3c-23473a5ad387	天猫精灵把把声音调到五十	天猫精灵嗯把声音调到五十	0.0833
4291fd75-bacb-446f-97c6-813c0831a3dd	天猫精灵整个有轨电车的声音	天猫精灵整个摇滚电车的声音	0.1538
42945b2d-a246-40ef-9a15-71633548b422	我想听丁奇子的盛夏热恋	我想听黑崎子的盛夏热恋	0.1818
42958d20-8847-4e50-aa2b-8f9c6b8dce8c	打开寻笃是一个梦	打开请笃信一个梦	0.25
42980a11-cd3a-4396-be2c-6cb1d0a2102b	天猫精灵嗯三百六十五乘六十五等于	天猫精灵三百六十五乘六十五等于天猫精灵	0.2632
429d2e58-729a-44ed-9e53-8fee74baa4f0	天猫精灵八十三等于八十一除以三等于几	天猫精灵八十三等八十一除以三等于几	0.0588
429efc0f-20f6-4c56-af61-512808feb157	五十五天猫精灵五十五减二三等于几	五十五天猫精灵五十五减三等于几	0.0667
42a10bdc-ec47-4d6f-8f7f-6c9358721d87	我要唱刘炫庭的无药可救	我要唱刘炫廷的无药可救	0.0909
42abf2b3-3e2c-49c1-8fed-96c0ac098a02	天猫精灵播放周深的歌曲播放周	天猫精灵播放周深的歌曲播放	0.0769
42ad31f1-51ea-4125-8436-b99e0ef53a97	天猫精灵你认识一个叫陆陆小新的人吗	天猫精灵你认识一个叫陆陆小心的人吗	0.0588
42b2dab5-497e-48b3-b888-01b168d4a6ce	你能不能对我好你怎么是我好朋友啊我的朋友友我想还有	你能不能对我好你怎么是我好朋友啊我的朋友要我也HELLO	0.25
42baed99-0b56-4d96-902d-42415f0fe4a5	我想听张妙格的命	我想听张妙格的面具	0.2222
42bcb5da-1d29-4bc0-bb7e-6da15c8a8bba	要听天猫精灵我要听周传雄的歌	我要听天猫精灵我要听周传雄的歌	0.0667
42c27585-bd54-457b-b6ea-da0e764f7373	天猫精灵哈哈哈哈哈哈哈你被耍了你被耍了你被耍了你被耍了你嘻嘻嘻哈哈哈你嘻嘻	天猫精灵哈哈哈哈哈哈你被耍了你被耍了你被耍了你被耍了你	0.2593
42c7952e-f8ae-4361-a050-4474e0c908b8	天猫精灵调到儿童音量调到三十五	天猫精灵吵得我耳朵疼音量调到三十五	0.3529
42ca03b3-f0fb-47a3-b209-bfbc74a8e052	天猫精灵你是不是那个插座的名字呀	天猫精灵你是不是插座的名字呀	0.1429
42d247e6-63d5-413d-bc3c-76ef2bf77131	天猫精灵一直放这首歌可以吗	天猫精灵一直放这首歌可以吗精灵	0.1333
42dd3a4e-2a38-4d9d-bd74-1e442b9cf643	要份家常小洋疙瘩汤吧	要份家常小杨疙瘩汤吧	0.1
42dd5f83-9b6a-46ee-864c-73d70c68ae02	天猫精灵南方小土豆的声音	天猫精灵南方小土豆的声音小土豆	0.2
42ddc385-e3ee-4bb5-affa-6aec50a5ef0f	天猫精灵来个清理的清理垃圾	天猫精灵我的清理的清理垃圾诶	0.2143
42e2a289-39d9-4762-8af5-78a8570dfa48	天猫精灵请关机俺宝宝要睡觉了困了	天猫精灵请关机啊宝宝要睡觉了困了	0.0625
42e46c05-a8fd-494b-b47f-dd2ece67a01a	来份手撕包菜锅吧	来一份手撕包菜锅吧	0.1111
42e5bd25-38db-4984-8722-5e536950d935	天猫精灵播放天下的乌鸦它一般黑	天猫精灵播放天下的乌鸦一般黑	0.0714
42e88305-fdf4-43ec-a031-78d773e21a79	天猫精灵十十加加一百万等于几	天猫精灵十千加一百万等于几	0.1538
42ebe4b9-0e2d-490a-bb60-ddfda2404fe7	天猫精灵请继续播放平台玉蜻蜓	天猫精灵请继续播放评弹玉蜻蜓	0.1429
42f11e85-e9af-438c-9317-0d038c942421	来份山种鲜菇头小炒吧	来份三种鲜菇的小炒吧	0.2
42f297e7-a1c2-4fa7-a12b-202e643a3349	天猫精灵你真听话你是谁养的你呀谁把你照顾这么好的呀这么听话的	天猫精灵你真听话你是谁养的你呀谁把你照顾的这么好的呀这么听话的啊	0.0625
42f6cc68-8cb2-4cee-ad40-7f69969749de	天猫精灵老婆呢你爱老公我吗	天猫精灵老婆那你爱老公我吗	0.0769
