uuid	pred_text	text	cer
d647e1ab-07b9-44dd-b13e-b9a1107559f1	天猫精灵来份虫草花排骨冬瓜汤吧	天猫精灵来份虫草花排骨冬瓜汤吧	0.0
dcf8469d-1fcd-476c-872d-9331573cf827	来碗南瓜小米粥吧养胃的	来碗南瓜小米粥吧养胃的	0.0
d019630d-d0b9-40b9-bb7e-5bb8909a544e	播放马克思的资本论	天猫精灵播放马克思的基本论	0.3846
d54a05d5-2da4-4913-8b8b-fb580e765634	来份农家鲜蔬大拌菜吧	来份农家鲜蔬大拌菜吧	0.0
d6370157-cf55-4b53-afda-33a1fdad220b	天猫精灵你真是太傻太傻太傻	天猫精灵你真是太傻太傻太傻	0.0
d3985a03-04ba-4c09-8d82-7240294850c2	天猫精灵来玩那个石锅杂粮养生粥吧	天猫精灵来碗那个十谷杂粮养生粥吧	0.1875
c8ec432d-d313-49a4-9936-ce43d4ded32e	天猫精灵来份家常便饭	天猫精灵来份家常便饭	0.0
d0f012bb-4bfb-42e4-8e99-6c1cf2e8cced	我要唱安静的塘外读书	我要唱安静的藏爱如书	0.3
cf90bbc5-a2b0-4f16-a1cd-18d72cb069c7	天猫精灵一千七百一十六加上二百八十六	天猫精灵一千七百一十六加上二百八十六	0.0
ccc839e7-fb72-43b0-becf-4399b2af4f0c	天猫精灵来碗酸菜粉丝汤吧	天猫精灵来碗酸菜粉丝汤吧	0.0
cf4e7a02-c21b-416a-ae22-9e653db761a0	天猫精灵来份田园诗书养生粥清淡的	天猫精灵来份田园时蔬养生粥清淡的	0.125
c650ec09-1236-48a0-a7dd-e2a14862d60e	天猫精灵来份西红柿鸡蛋木桶饭吧	天猫精灵来份西红柿鸡蛋木桶饭吧	0.0
d6351346-a10f-4d05-843a-07ee562264ab	天猫精灵说天猫精灵说什么就说什么	天猫精灵说天猫精灵说什么说什么	0.0667
cf85ab0c-747e-4b9c-a9ac-8319104b2ac5	天猫精灵来份鲜摊主的洋娃娃菜吧	天猫精灵来份鲜汤煮的嫩娃娃菜吧	0.2
c1f7f7c0-8086-4f56-834d-8d9bf285db1c	天猫精灵一加一一加一乘一百等于几	天猫精灵一加一一加一乘一百等于几	0.0
c2c8f206-e51f-4250-b5d4-15f12e6b7bf8	啊天猫精灵四百八十八乘八十四	天猫精灵四百八十八乘八十七	0.1538
bfa40b34-a34b-4214-a47e-5999f2b250b3	天猫精灵来幅头发披萨小披萨吧	天猫精灵来份豆腐皮炒小白菜吧	0.5
de6dd508-a852-476d-aa58-f9e7fe3130b8	草帽舅舅跟我唱啊哥的小河是哥哥	天猫精灵给我唱儿歌的小猴子帅哥哥	0.625
c12b4abd-c5e2-4fbc-8e86-bd7dcdfbac68	天猫精灵打开设路设备登录界面	天猫精灵打开设置设备登录界面	0.0714
d54d8106-c0e5-4777-acd5-614114384f0a	这么多年你小子去找毛毛没有	天猫精灵你想出去找毛毛没有	0.4615
cdaf9deb-24e8-4cab-8b12-d5271e5e3795	天猫精灵来碗香菇肉沫粥吧	天猫精灵来碗香菇肉末粥吧	0.0833
dd558a08-62d3-4640-886e-6400ae616e03	还得要一碗番茄蛋汤面汤都弄掉	阿拉要一份番茄蛋汤面汤头浓点哦	0.4667
c8df29d5-656d-424e-9837-1ffba3f80b18	先把一枚乌鸦把那个插板插头关掉	天猫精灵不要把那个把插头关掉	0.5714
c9e0a9e5-fe34-430c-aaef-084c2cf57055	要往研磨小米养胃走吧	要碗燕麦小米养胃粥吧	0.4
d77ee6f0-68f5-4240-857d-7e6edca4c205	天猫精灵要碗红豆薏米粥热乎的	天猫精灵要碗红豆薏米粥热乎的	0.0
cb6bd3da-479d-4bc5-b359-5ddac63377ee	我翻译成啥风格的	天猫精灵播放一首小阿枫的歌	0.9231
d0e662ea-708c-457b-bdee-5f9a4e463997	天猫精灵问一下方清平单口相声	天猫精灵播一下方清平单口相声	0.0714
dbd1a7fc-7e86-4bb1-a5d1-c2db078aa2da	天猫精灵来碗甜兮兮南瓜粥	天猫精灵来碗甜丝丝南瓜粥	0.1667
c7324dd5-1944-4e7f-9c11-af1c6ec36586	天猫精灵要玩暖胃的红糖小米粥	天猫精灵要碗暖胃的红糖小米粥	0.0714
dabb6221-e5d1-4c0d-b8c0-8372c17ef17f	天猫精灵让我热乎的紫菜蛋花汤	天猫精灵要碗热乎的紫菜蛋花汤	0.1429
c70991e8-f8f9-4282-a958-0368531ff219	天猫精灵十五乘以七等于多少	天猫精灵十五乘以七等于多少	0.0
cb4837b5-afaa-44bd-9806-17db94c8ed6f	天猫精灵我们农民还哭不哭了	天猫精灵我们农民人苦不苦吧	0.3077
c07b7f56-c60e-4c4e-a766-8681dccc90b7	天猫精灵放夏日入侵企划的想去海边	天猫精灵放夏日入侵企画的想去海边	0.0625
c8dc05aa-d9eb-40f6-a5cc-2bf2e3f2c6b9	看这里看这里伸手做自己的光不需要太亮	天猫精灵唱一首做自己的光不需要太	0.5625
ca973b74-cf61-4430-aa52-5f3f94e59b90	天猫精灵八五五加一五零加五零等于多少	天猫精灵八五五加一五零加五零等于多少	0.0
c4e8e0e7-af91-4dfe-9941-b50177da1e66	天猫精灵来份酸辣脆豆芽吧	天猫精灵来份酸辣脆豆芽吧	0.0
dbcb0e30-a66f-4e90-bbb5-23fdb569df61	天猫精灵播放我的比奇堡的朋友们	天猫精灵播放我的比奇堡的朋友们	0.0
df3b9f36-e372-4556-b03c-0fbefbfe5264	天猫精灵播放小刚唱的那西那山	天猫精灵播放小刚唱的那溪那山	0.0714
c39e204a-4232-489d-a5ed-2ca202d9847d	怎么进你这个儿童版怎么退出呀	这个儿童版怎么退出的哟天猫精灵	0.6667
d9b68152-cdda-4d0e-90e7-b4f7963d2ab0	来份番茄鸡蛋浇米饭吧	来份番茄鸡蛋浇米饭吧	0.0
d81559e9-3aa7-4271-bca6-cedcfcbe68f6	给猫精灵来一份那个软乎乎热乎的紫米燕尾粥吧	天猫精灵来一份那个软乎乎热乎的紫米养胃粥吧	0.1429
c3882c38-0038-4628-85b2-4e328251d144	想吃点暖和的	想吃点暖和的	0.0
d9ae1653-59d1-4de1-a08b-52a18de43059	帮我来一碗水面面香喷喷过瘾不踩好吧各种小菜清清爽爽老手艺那是面刀浇灌好谢谢哦	帮吾来一份酸咪咪香喷喷果仁菠菜好伐格只小菜清清爽爽老适意额牙齿米道交关好谢谢哦	0.5385
dd3166ea-9452-4204-8302-0620cfe8a8d1	天猫精灵来份滑蛋虾仁嫩嫩的啊	天猫精灵来份滑蛋虾仁嫩嫩的啊	0.0
c8e5456c-69da-4c91-bae4-19da2660b103	天猫精灵奶粉纤维豆腐汤吧	天猫精灵来份鲜味豆腐汤吧	0.3333
daf67e06-c237-438b-b548-9f963c39db01	你好天猫脑梗和脑出血有什么区别	你好天猫脑梗和脑出血有什么区别	0.0
c5b53508-0665-4c3b-b82e-9333ffe2e545	天猫精灵要往热乎的八宝甜走吧	天猫精灵要碗热乎的八宝甜粥吧	0.1429
c949c231-bdf8-4faa-99c6-6a80c94cadbd	天猫精灵我听云飞草原的歌	天猫精灵我听云飞的草原的歌	0.0769
d76deaad-6777-42ef-a81a-70b096cbd384	天猫精灵与人相关所有一项的意思是什么	天猫精灵与人相关手有余香的意思是什么	0.1667
bf697f4a-f89e-4242-a286-255439a36172	我想听为家里的最难熬的这一年	我想听魏佳艺的最难熬的这一年	0.2143
d45ebb3c-a044-4acd-8acc-fa2758e0e3d8	那个天猫精灵播放想不想看花海盛开	天猫精灵播放想不想看花海盛开	0.1429
dd714a5b-797f-4441-92b1-810081ef7364	天猫精灵现在是三点到四点半开始播放歌曲	天猫精灵现在是三点到四点半开始播放歌曲	0.0
d9724a24-2eec-45a6-9b16-062b4f55d91a	天猫精灵买份木耳鸡蛋小炒吧	天猫精灵来份木耳鸡蛋小炒吧	0.0769
df5958a0-f737-4bed-97d6-f8d802daad1d	天猫精灵来碗家常紫菜豆花汤	天猫精灵来碗家常紫菜蛋花汤	0.0769
d7eff3b4-afe2-4ee4-b6ea-86b2e83d0676	天猫精灵一百加十万加十万加十万加十万加十万加十万加十万加十万加十万加十万等于几	天猫精灵一百加十万加十万加十万加十万加十万加十万加十万加十万加十	0.2188
dd4c2f66-4e7c-4902-b368-540b63059388	天猫精灵来碗家常味儿的疙瘩汤	天猫精灵来碗家常味儿的疙瘩汤	0.0
d9be4a5d-6ebb-4f3f-aefa-df303f664d5f	播放肚子里的小精灵	天猫精灵播放肚子里的小精灵	0.3077
da6bb55a-f023-45b4-b7bf-12bcd29d9e58	天猫精灵	天猫精灵歌曲错过花开错过叶落	0.7143
ced698a5-80f6-4a27-a68a-44454438118f	天猫精灵邓丽君的我没有骗你	天猫精灵邓丽君的我没有骗你	0.0
c3e9fd9e-216a-4397-91d3-0cb4dca93885	如果几百五十四除以六的商最	天猫精灵如何解百五十四除以六的商对	0.4118
df6ed86a-0154-494b-9e6f-56fce5f04c54	天猫精灵要份儿萝卜炖大骨汤	天猫精灵要份萝卜炖大骨汤	0.0833
ce334287-5070-4030-8265-37d23bda844d	天猫精灵我想听周深唱的听我说	天猫精灵我想听周深唱的听我说	0.0
ca7bbd73-bc3a-4ea3-b632-e7b451c7137a	天猫精灵三个九乘以三个九等于多少	天猫精灵三个九乘以三个九等于多少	0.0
c481d8a3-0cdd-4b53-baa5-a2a1de013635	天猫精灵我我要听喵喵的声音	天猫精灵我我要听尿尿的声音	0.1538
d62ed1ee-d7ae-4427-8e5a-ec9c89cda6d2	天猫精灵请放两只老虎跑得快	天猫精灵请放两只老虎跑得快	0.0
cab386fe-61a0-46a5-97e3-dbeb02939941	晚上十一点自动关闭屏幕	天猫精灵晚上十一点自动关闭屏幕	0.2667
d0f0e0ed-88fa-492d-9911-fc57b8b0078b	天猫精灵儿药碗养人的黑米红枣儿红豆粥	天猫精灵要碗养人的黑米红枣红豆粥	0.1875
c14f9b98-417f-4758-887a-ae4ccefc9d64	天猫精英来版南瓜山药粥吧	天猫精灵来碗南瓜山药粥吧	0.1667
deec8279-2bbf-4907-85c2-e29d0e63ab13	要碗香菇肉沫热粥	要碗香菇肉沫热粥	0.0
d684360f-37e9-47bd-83de-1b1fd86564ac	天猫精灵来点儿圆乎的主食	天猫精灵来点软乎的主食	0.1818
d0e78277-18f5-495e-8a17-7b36e3076b25	张金林唱一首浙江温州江南皮革厂倒闭了	天猫精灵唱一首浙江温州江南皮革厂倒闭了	0.2105
c6f6b8e8-062b-4ff1-99bc-35cc351d4090	天猫精灵啊给我来一首其他的歌	天猫精灵给我来一首其他的歌	0.0769
bfb988ea-fb7f-4746-94f2-9c3afb4b2840	天猫精灵来碗热乎的皮蛋瘦肉粥	天猫精灵来碗热乎的皮蛋瘦肉粥	0.0
d93905e9-5dee-49c8-bb18-7695750a531e	听到这里啊长颈鹿的声音怎么叫	天猫精灵长颈鹿的声音怎么叫	0.3846
c2c7bbe7-3713-4390-b768-35257b565a99	全部定零一点零五乘以零点零三	天猫精灵一点零五乘以零点零三	0.2857
db9e37ab-9444-4efd-a19d-8401657e1bf1	天猫精灵声音开到百分之六十	天猫精灵声音开到百分之六十	0.0
c1da6611-b2d1-45e6-bc8a-3e4545ab3121	我想看许嵩乐疯狂哭到须要	我想看徐初月疯狂扑到薛曜	0.5
dc68863e-cec0-402a-a0de-afa05cee79ec	要个番茄鸡蛋酱拌面吧	要个番茄鸡蛋酱拌面吧	0.0
c74056ae-8af7-4672-bf7d-0d6d92212b4b	天猫精灵我来考脑筋急转弯我来说题目你来答吧	天猫精灵我来考脑筋急转弯我来说题目你来答吧	0.0
c65fd0b3-282d-4229-b296-4ce1c092487b	天猫精灵重新播放我喜欢的歌	天猫精灵重新播放我喜欢的歌	0.0
c56d6e12-675c-47cb-a274-ade34e4408fe	天猫精灵一直播放吹风机的声音	天猫精灵一直播放吹风机的声音	0.0
cdb74681-1ec4-4032-aa1e-60f78f90e2cc	天猫精灵要份暖暖的小米南瓜粥吧	天猫精灵要份暖暖的小米南瓜粥吧	0.0
d5c7fa2d-ad49-46b6-8a84-1a3edaf26b4c	官方把你吹牛逼的玩命读书	播放法医秦明之亡命救赎	1.0
cdd80c78-2874-4a43-9471-9902fe87fe92	我骂你我骂你我骂你二狗子你骂我啥	天猫精灵我骂你我骂你我骂你二狗子你骂我啥	0.2
d1eb2131-2a37-4afc-8255-2c3f53e3c2e2	天猫精灵请播放离别开出花	天猫精灵请播放离别开出花	0.0
cacf8321-be7c-4b21-9686-30a633e556af	天猫张宁要个豆皮炒包菜	天猫精灵要个豆皮炒包菜	0.1818
d317856d-ae6b-47ea-b184-fc47264f5f84	播放我是一个粉刷墙	天猫精灵播放我是一个粉刷匠	0.3846
d3a1e4e1-809a-4c94-b4a1-2a2ef2d9c7c5	天猫精灵要个蒜香油麦菜	天猫精灵要个蒜香油麦菜	0.0
cb77aa7e-3338-4fa6-9f0e-86d6b260ff35	天猫精灵十五加十五等于几	天猫精灵呃十五加十五等于几	0.0769
c9e2fc48-c206-463c-8e07-c55318edfab1	天猫精灵来一首周深的天空音	天猫精灵来一首周深的天空音	0.0
d39f5e1b-bf7b-4e0e-8482-682b2d1bf588	天猫精灵关闭下午三点的抖音播报	天猫精灵关闭下午三点的抖音播报	0.0
de8a2dcc-71c3-4439-be5c-7a0e435ab820	天猫精灵来份清炒香油菜吧	天猫精灵来份清炒小油菜吧	0.0833
c23c489c-409a-4732-a299-50b26e2ff2d8	干嘛去了这首歌玩的不好听给我放一给我换一首好吗谢谢	天猫精灵这首歌不好听给我放一给我换一首好吗谢	0.3182
c66f99a1-c470-4878-855c-fa2664164531	我要唱安儿成的如果有来日方长	我要唱安儿陈的如果有来日方长	0.0714
c0e85422-9d86-4241-a62e-e32bad1d3eff	天猫精灵来点家常味道	天猫精灵来点家常味道	0.0
c5729f53-df6b-456b-809d-7583587123a2	天猫精灵要买香菇肉沫热粥	天猫精灵要碗香菇肉沫热粥	0.0833
cbe671b2-73a6-45c6-b18d-fca880f9b382	来碗儿红枣山药养胃粥	来碗红枣山药养胃粥	0.1111
cc082ae7-6207-4823-9726-6b2fad902d95	要个外婆菜杂粮小包吧	要个外婆菜杂粮小包吧	0.0
d8294e03-a7f0-4789-b9c6-4f5d1fb4d55a	天猫精灵来碗燕麦小米养胃粥吧	天猫精灵来碗燕麦小米养胃粥吧	0.0
cc269ddd-9ac2-4bd3-929f-9058d2ab645e	天猫精灵马桶人的声音是什么	天猫精灵马桶人的声音是什么	0.0
ce1d5715-7d39-42dd-ad7b-c2bb0ee47ec8	天猫精灵我已经植物大战僵尸了	天猫精灵我要听植物大战僵尸的故事	0.3125
c24a460f-7a99-4b7d-834c-a665718ea6c1	来份番茄鸡蛋浇头饭吧	来份番茄鸡蛋浇头饭吧	0.0
d316ed70-2ac3-4c98-a172-fc8eb44641c0	我吃火锅底料你吃皮	我吃火锅底料你吃皮	0.0
d1cf63b9-e4ea-4a86-989f-19aaa93c5b34	天猫精灵播放天下的乌鸦一般黑	天猫精灵天猫精灵播放天下的乌鸦一般黑	0.2222
c6cc32b4-b675-44d4-8b38-3fa625ecb1d3	嗯我想听梦会赢的宝贝嗯	我想听孟慧圆的宝贵	0.6667
ccb96659-6f5b-4b98-b59a-09971491944e	十六乘十乘五十等于多少	天猫精灵十六乘十乘五十等于多少	0.2667
dabad606-4a49-4a5d-ac26-5c0d394f7645	天猫精灵来碗番茄蛋花面疙瘩汤	天猫精灵来碗番茄蛋花面疙瘩汤	0.0
df0c17cf-6523-415d-9145-72d62eee9862	天猫精灵要一份泰式香米饭吧	天猫精灵要一份泰式香米饭吧	0.0
debdf0da-9caa-4643-ab77-6494862124e8	天猫精灵药丸儿鲜鱼片儿褶皱暖暖胃	天猫精灵要碗鲜鱼片热粥暖暖胃	0.4286
d40deb08-e73d-4638-a067-b17074776a67	来份家常蛋碗花菜吧	来份家常大碗花菜吧	0.1111
dc31303b-0511-4bbf-b77c-4fc6dd521c29	天猫精灵要个番茄炒蛋浇头饭吧	天猫精灵要个番茄炒蛋浇头饭吧	0.0
df59b3ee-a291-4538-aea2-0b450bd84444	天猫精灵要份冬瓜咸肉汤吧	天猫精灵要份冬瓜咸肉汤吧	0.0
cd791a2c-0796-4cbf-8481-037ea5cc4ac2	天猫精灵一点三乘三点六等于几	天猫精灵一点三乘三点六等于几	0.0
c3eb411f-6611-4e09-8323-f2b6a7b7aa7b	我想将面孔摆平面试	我想听面孔的黎明之前	0.6
c59350c3-9833-4829-8c53-2f076839944f	天猫精灵播放周深的大鱼海棠	天猫精灵播放周深的大鱼海棠	0.0
bf4ca1d7-559a-4658-ba3e-3feafd58fc8f	什么精灵要你管我吗这是妈妈买的要不要要你管我	天猫精灵要你管我吗这是妈妈买的要不要要你管我	0.0909
d6365ad5-e99c-403f-9768-39116b5b164d	天猫精灵要我丝瓜蛋花汤吧	天猫精灵要个丝瓜蛋花汤吧	0.0833
dd2baa37-fe03-4fdc-96c7-5978006eff01	天猫精灵来碗暖心紫菜蛋花汤吧	天猫精灵来碗暖心紫菜蛋花汤吧	0.0
d37fe35a-5634-44a2-9ecf-c0f647044e34	天猫精灵我们聊聊天聊的很好呀	天猫精灵我们聊聊天聊的很好呀	0.0
cb849dbb-568b-49c8-8193-a0a2394ff27b	什么之类听放父与子的故事	天猫精灵播放父与子的故事	0.4167
c401bcd7-a4f7-4bd3-a986-2fb628b133a5	三十一加十五等于多少	天猫精灵三十一加十五等于多少	0.2857
d6be84a8-d595-4594-a839-cd0d1c49eb51	天猫精灵要玩银耳莲子甜粥	天猫精灵要碗银耳莲子甜粥	0.0833
dc1fef9f-5f91-4287-ab15-ca6bb0e2de14	天猫精灵来碗炖的烂糊的牛肉汤吧	天猫精灵来碗炖得烂糊的牛肉汤吧	0.0667
d99d55b6-5f80-4688-a094-05f97bc9bc7a	天猫精灵播放一曲布列瑟农	天猫精灵播放一曲嗯布列瑟农	0.0769
ca9ebed0-b963-4545-822a-c6ddc39ff3fd	来份白菜豆腐热乎锅炖软乎点	来份白菜豆腐热乎锅炖软和点	0.0769
cc289938-c447-42f5-b493-c9fa1c7b9148	播放歌曲只为真相	播放歌曲只为真相	0.0
c6004908-fe53-4fb5-b92d-627542a339f2	天猫精灵要玩南瓜小米天珠吧	天猫精灵要碗南瓜小米甜粥吧	0.2308
d8e95bd8-0e3c-40f1-8f8c-66b814d1062d	天猫精灵请你关闭我还没洗呢我刚洗	天猫精灵请你关闭我没洗呢我刚洗	0.0667
dadea015-5467-49c9-b36d-20a738fa5729	二百一十二百一十三加二十九加三十二加三十二等于多少	天猫精灵二百一十三加二十九加三十二加三十二等于多少	0.16
c3fbb0ff-5972-4509-a850-849f9dc7efbb	天猫精灵草原上升起不落的太阳	天猫精灵草原上升起不落的太阳	0.0
d20c0370-d58e-4cf3-aeb9-2cec70c05dcf	天猫精灵来份神香猪丝鸡汤吧	天猫精灵来份参香竹丝鸡汤吧	0.1538
debc6353-af57-4af8-881b-a57ee6193beb	天猫精灵看一首儿童版的半身曲	天猫精灵唱一首儿童版的半生雪	0.2143
dc703a9d-5617-4b6e-88ff-fbf6340a93bd	风挡头巾抗压能力很强	双掌头肩抗压有哪些技巧	0.7273
d387e7f9-3f63-47ef-9073-18f6d330b9a0	天猫精灵来碗鲜汤煨的娃娃菜吧	天猫精灵来碗鲜汤煨的娃娃菜吧	0.0
cf798c3d-3253-4ee9-a1f7-29ec6a21422d	来份外婆菜炒蛋吧	来份外婆菜炒蛋吧	0.0
c7e0b973-5833-4d4a-a336-6e48f2190154	天猫精灵三十七减减去九等于几	天猫精灵天猫精灵三十七减减去九等于几	0.2222
bfbe6ec4-f137-4c38-8620-438c9ed3d99d	天猫精灵来份养胃的小米南瓜粥	天猫精灵来份养胃的小米南瓜粥	0.0
df248e42-34c2-40a9-9fc4-dc0dba59cf3c	天猫精灵来碗暖心养胃的红枣粥吧	天猫精灵来碗暖心养胃的红枣粥吧	0.0
c8bacaab-e5ad-41e5-94df-6500ff50efd5	天猫精灵那个红枣还有养胃粥啊养胃的	天猫精灵来碗红枣黑米养胃粥吧养胃的	0.2941
db4f992f-c586-44a6-b609-d2a91d21a274	来碗鸡丝皮蛋粥	来碗鸡丝皮蛋粥	0.0
d24bea69-1687-4f7f-8f76-79c8577e5e9a	这个月有三十一号吗	天猫精灵这个月有三十一号吗	0.3077
de1e9b36-4de7-4efa-95f9-5f07e48cb006	我要唱薛凯琪的穿过月亮虚拟镜	我要唱薛凯琪的穿过月亮去旅行	0.2143
d039cf7b-9488-49e7-aef0-27bcad5ff2c3	天猫精灵放叶落黄喧的独上楼	天猫精灵放叶落黄轩的独上西楼	0.1429
cffc95e7-e33f-4b4a-98de-3496ac69be65	来碗热乎的南瓜小米粥	来碗热乎的南瓜小米粥	0.0
cdff6410-6f93-48ef-8bcc-6089eee5fc2f	天猫精灵红豆玉米粥热乎的来一碗	天猫精灵红豆薏米粥热乎的来一碗	0.0667
ce5209c7-18d1-400a-827b-df8776276a77	天猫精灵来我热和羊皮的黑面中	天猫精灵来碗热乎养胃的黑米粥	0.4286
d46afbc7-5b84-486c-9d7f-2bfaa61af493	天猫精灵来份锡纸包邓论娃娃菜	天猫精灵来份锡纸包炖嫩娃娃菜	0.1429
c1742b5e-8f28-47f3-a6d6-ef32eb8b7ae1	天猫精灵来碗热乎的小米粥养养胃吧	天猫精灵来碗热乎的小米粥养养胃吧	0.0
da45112b-578f-4f5c-bb13-93584f35cd6f	我想吃点清淡的	我想吃点清淡的	0.0
